id,Headline,Date,Year,Newspaper,sentiment_label,sentiment_score
1457,'Dit soort jongens zijn geen boekhouders'; Waldemar Torenstra duikt in leven van Marco Kroon,2023-09-14,2023,De Telegraaf,NEU,0.09346242914370896
1458,'Dit was gedoemd om te mislukken'; Duo Holtrop en Willemsen onder Telegraaf-vlag succes op YouTube,2020-08-14,2020,De Telegraaf,NEG,-0.4248686020385752
1459,'Dit wordt de doorbraak van het icoon Máxima',2016-03-10,2016,de Volkskrant,POS,0.8516325804795463
1460,'Djaï heeft niks met die drugs te maken',2016-01-25,2016,AD/Algemeen Dagblad,POS,0.7429552093020865
1461,'Dochter doodsbang achter de toonbank'; Helderse ondernemer sluit huilend winkel,2023-09-27,2023,De Telegraaf,NEG,-0.9244190148694816
1462,'Documenten MH17 belangrijk in rechtszaal',2019-06-11,2019,AD/Algemeen Dagblad,NEG,-0.5700510032185313
1463,'Dode' drugsbaron Marco E. sterft nu echt in kogelregen,2025-02-15,2025,AD/Algemeen Dagblad,NEG,-0.6460845005982989
1464,'Dode proefpersoon is een uitzonderlijk geval',2016-01-18,2016,AD/Algemeen Dagblad,NEG,-0.8577225801839635
1465,'Dodelijke dagen voor onze omzet',2015-11-23,2015,De Telegraaf,NEG,-0.8606587080060654
1466,'Doden van Amir in waas gehuld'; Sem V. weet niets meer van schietpartij,2024-03-27,2024,De Telegraaf,NEG,-0.8131318017346393
1467,"'Doe dat niet, Stijn, je weet hoe het zit'",2016-04-09,2016,de Volkskrant,NEG,-0.6903268253986988
1468,"'Doe ik het goed, dan zien meiden dat het kan'",2022-01-27,2022,AD/Algemeen Dagblad,NEU,-0.0376142982829944
1469,'Doe liever iets aan die dronken Engelsen hier',2021-01-09,2021,de Volkskrant,POS,0.8188300660173579
1470,"'Doe Maar! - De nederpopmusical' gaat niet over de band, maar is wel verliefdmakend vermakelijk.",2025-10-24,2025,de Volkskrant,NEG,-0.6900602524801833
1471,'Doe ook wat je niet wil doen'; Documentaire over Ad Visser op vooravond 75e verjaardag,2022-04-25,2022,De Telegraaf,NEU,-0.10721006408827032
1472,"'Doe wat ik zeg, anders vermoord ik je'",2015-10-22,2015,AD/Algemeen Dagblad,NEG,-0.9859321706102518
1473,'Doelwit van ontvoering nu zelf opgepakt',2022-11-07,2022,De Telegraaf,NEG,-0.8375389648268702
1474,"'Dokter, mag ik nog even wat kleins laten zien?'",2021-08-31,2021,AD/Algemeen Dagblad,NEG,-0.5664835982523588
1475,"'Dom, ja, maar Sywert is echt geen crimineel'",2025-02-05,2025,AD/Algemeen Dagblad,NEU,0.17135789393974973
1476,'Don' gepakt in Suriname; Gevluchte Drugshandelaar,2024-05-04,2024,De Telegraaf,NEG,-0.5082050972309721
1477,'Doneer en red een leven',2021-06-12,2021,AD/Algemeen Dagblad,NEG,-0.2070401750340134
1478,'Donny M. kickte op leed'; Tijdens eerste zitting in strafzaak blijkt dat Gino (9) moet hebben gevochten voor zijn leven,2022-09-15,2022,De Telegraaf,NEG,-0.8925951844838114
1479,'Doodgeschoten om twee lachgasflessen'; Verdachten van moord op Lauranio Bronne zelfde nacht nog naar Antwerpen,2021-07-01,2021,De Telegraaf,NEG,-0.6997187176647629
1480,'Doodschieten was een ongeluk'; Hamid D. maakt excuses naar de familie van Lauranio Bronne,2022-02-03,2022,De Telegraaf,NEG,-0.7186098254641009
1481,'Doodslag' voor scooterdrama,2022-05-10,2022,De Telegraaf,NEG,-0.9267515556757118
1482,'Doodstraf niet zonder gevolgen',2015-01-17,2015,De Telegraaf,NEG,-0.7935906578737928
1483,'Doofpot bij justitie',2016-06-10,2016,De Telegraaf,NEG,-0.8485307869199091
1484,'Door aids werden hele werkkringen weggevaagd',2019-10-19,2019,AD/Algemeen Dagblad,NEU,0.08420723449101222
1485,'Door mijn spirituele zoektocht ben ik beter in balans',2022-07-16,2022,AD/Algemeen Dagblad,NEG,-0.360748665474667
1486,'Door uw roekeloosheid missen wij onze vader',2025-06-05,2025,AD/Algemeen Dagblad,NEG,-0.9511307749630602
1487,'Doorbraak' inzake vergissingsmoord; Zaak heeft te maken met cocaïnehandel,2015-01-28,2015,De Telegraaf,NEG,-0.7396460226661259
1488,'Doorbraak in de strijd tegen stank'; Uitwerpselen mogelijk oplossing voor overlast,2024-03-22,2024,De Telegraaf,POS,0.8569296573842805
1489,"'Doorbreken met The Final Countdown, dat was echt vreemd'",2017-08-03,2017,AD/Algemeen Dagblad,NEG,-0.43337085308838436
1490,'Doorgaan. Doorgaan. Tot je het in je tenen voelt',2019-05-01,2019,de Volkskrant,POS,0.24535235626320442
1491,'Doorlaten drugs weer deel opsporing',2017-01-10,2017,de Volkskrant,NEG,-0.5533205718139602
1492,'Douane inzetten tegen overlast'; Drugdealers 'terroriseren' wijken Zoetermeer,2020-10-01,2020,De Telegraaf,NEG,-0.8267448304225277
1493,'Douanemedewerkster hielp bij cokesmokkel'; Ook zoon zou betrokken zijn,2024-05-15,2024,De Telegraaf,NEG,-0.773487084087069
1494,'Douanier tien jaar mol',2016-03-25,2016,De Telegraaf,NEG,-0.6011313822699271
1495,"'Dragen, niet klagen is de levensles die ik heb geleerd'",2021-10-04,2021,de Volkskrant,POS,0.23434888542189466
1496,'Drake vroeg mij om een keer een nieuw project te doen',2022-11-11,2022,AD/Algemeen Dagblad,POS,0.4435362391911011
1497,'Drama val balkon gevolg grote fouten'; Buurt: moeder van kleuter (5) draaide door,2024-11-05,2024,De Telegraaf,NEG,-0.5250911147304019
1498,'Drank & Drugs' maar geen plezier of liefde,2015-06-17,2015,de Volkskrant,NEG,-0.4679566653729615
1499,'Dreiging met dwangsom of uithuisplaatsing helpt al',2015-07-01,2015,de Volkskrant,NEU,-0.1588260414757601
1500,'Dreiging raketwerper RTL Boulevard',2021-07-12,2021,de Volkskrant,NEG,-0.8605699854998229
1501,'Drie verdachten zitten in beperking'; 'Voortreffelijk speurwerk' na explosie,2024-12-11,2024,De Telegraaf,NEG,-0.6926702546490654
1502,'Drillraps zijn een groot probleem'; Caja Cazemier schrijft nieuwe jeugdroman over steekpartij,2023-07-19,2023,De Telegraaf,NEG,-0.4659657230491012
1503,'Drugby' bij club in Australië,2015-02-25,2015,AD/Algemeen Dagblad,NEG,-0.71490495405897
1504,'Drugpromotie door Katja is gevaarlijk',2024-01-16,2024,AD/Algemeen Dagblad,POS,0.7183104491141967
1505,'Drugs- kruiers' teisteren haven,2021-09-14,2021,De Telegraaf,NEG,-0.28239366537988936
1506,'Drugs al langer groot probleem'; Bewoners Meppel bijeen na explosie,2024-10-22,2024,De Telegraaf,NEG,-0.7471413978136844
1507,'Drugs de rode draad'; Politiechef Frank Paauw wil geweld op straat de kop indrukken,2020-08-27,2020,De Telegraaf,NEG,-0.8511545463667025
1508,'Drugs geen vrijbrief voor doodslag'; Verdachte Ruben S. betuigt spijt aan ouders van zijn vriend Jaymie,2021-05-18,2021,De Telegraaf,NEG,-0.9565710097976021
1509,'drugs niet bij alle agenten',2025-03-07,2025,De Telegraaf,NEG,-0.8986936271818273
1510,'Drugs simpel zelf te maken',2015-06-21,2015,De Telegraaf,POS,0.21381100726078023
1511,'Drugs zijn niet hetzelfde als een biertje',2023-07-15,2023,AD/Algemeen Dagblad,NEG,-0.8159588474534228
1512,'Drugs? Er gaan zo veel onzinverhalen rond',2023-12-19,2023,AD/Algemeen Dagblad,NEG,-0.8622874066421782
1513,'Drugsaanpak was jaren veel te slap'; Onder CDA-minister Ferd Grapperhaus zijn forse resultaten geboekt,2021-03-08,2021,De Telegraaf,NEU,0.10551535448187278
1514,'Drugsafrekening' op Franse bruiloft,2024-07-01,2024,De Telegraaf,NEG,-0.8222936509241857
1515,'Drugsafval door hele land gedumpt',2024-05-22,2024,AD/Algemeen Dagblad,NEG,-0.39263035383346584
1516,'Drugsambulances' reden al ruim 1 jaar,2015-10-03,2015,AD/Algemeen Dagblad,NEG,-0.5887339878971287
1517,'Drugsbaas' leek 'zo'n gewone man',2021-06-30,2021,AD/Algemeen Dagblad,NEG,-0.476543724762314
1518,'Drugsbaron Cetin G. gevlucht naar Istanboel',2017-04-27,2017,AD/Algemeen Dagblad,NEG,-0.7812582025975012
1519,"'Drugsbeleid defensie is niet meer van deze tijd'; OPINIE Reinout Sterk, militair jurist",2020-05-20,2020,De Telegraaf,NEG,-0.8275850510215121
1520,'Drugsbroeders' bekennen mega-smokkel coke,2015-11-17,2015,AD/Algemeen Dagblad,NEG,-0.8390304758210887
1521,'Drugschauffeurs' in haven Rotterdam; Politie slaat alarm: onbelemmerd toegang,2021-04-20,2021,De Telegraaf,NEG,-0.45332410987573263
1522,'Drugschauffeurs'op haventerreinen; Politie slaat alarm: onbelemmerd toegang,2021-04-20,2021,De Telegraaf,NEG,-0.358069487242702
1523,'Drugscriminelen' massaal gedood,2016-08-31,2016,AD/Algemeen Dagblad,NEG,-0.7495550695989203
1524,'Drugscriminelen zijn voorzichtiger'; Minder cocaïne onderschept in Rotterdam,2023-01-11,2023,De Telegraaf,POS,0.6695103465675066
1525,'Drugsdealer'op straat gekalkt; Waarschuwing politie,2022-04-22,2022,De Telegraaf,NEG,-0.6426283984101495
1526,'Drugsdouanier' gaat in hoger beroep,2017-07-05,2017,AD/Algemeen Dagblad,NEG,-0.8850198621047609
1527,'Drugsdouaniers boeken resultaat'; Bewindsvrouw blij met liaison Zuid-Amerika,2023-10-27,2023,De Telegraaf,POS,0.9568907196865034
1528,'Drugsgebruik Elon Musk leidt tot zorgen'; Wall Street journal:,2024-01-08,2024,De Telegraaf,NEG,-0.9146114123250612
1529,'drugshandel in huis van oma',2024-08-08,2024,De Telegraaf,NEG,-0.8745262202619358
1530,'Drugshandel niet in beeld',2019-04-08,2019,AD/Algemeen Dagblad,NEG,-0.8302356382584045
1531,'Drugshandel? Onzin. Dat heb ik financieel niet nodig',2025-07-30,2025,AD/Algemeen Dagblad,NEG,-0.6575370864634466
1532,'Drugsincident werd mij bijna fataal'; Marijn Brouwers durft na vijf jaar het hele verhaal te vertellen,2023-08-01,2023,De Telegraaf,NEG,-0.6808978588836061
1533,'Drugskok' komt via Spanje; Recherchebaas Kraag: Colombianen steeds actiever in Nederland,2021-05-03,2021,De Telegraaf,NEG,-0.2551007840240877
1534,'Drugskunstwerk' wordt plots illegaal,2025-06-28,2025,AD/Algemeen Dagblad,NEG,-0.41682089313081067
1535,'Drugslab' blijkt brouwerij,2017-02-14,2017,AD/Algemeen Dagblad,NEG,-0.772770009848488
1536,'Drugsnetwerk gerund vanuit cel',2023-01-03,2023,De Telegraaf,NEG,-0.46504021326742445
1537,'Drugsnetwerken samen aanpakken'; Uitleveringsverdrag Colombia in de maak,2023-09-28,2023,De Telegraaf,NEG,-0.5024838792612475
1538,'Drugsrunner' Madiea G. komt snel voor Duitse rechter,2019-10-08,2019,AD/Algemeen Dagblad,NEG,-0.8527149433461669
1539,'Drugstassen' op stranden,2023-10-16,2023,De Telegraaf,NEG,-0.9086631019280246
1540,'Drugsvangst raakt illegale markt niet',2024-01-08,2024,De Telegraaf,NEG,-0.59288695879337
1541,'Drugsvis' naar dierentuinen,2018-08-02,2018,De Telegraaf,NEG,-0.6516513043938161
1542,'Duivels in hogere versnelling'; Amazon-hit 'The Boys' gaat allesbepalend tweede seizoen in,2020-09-02,2020,De Telegraaf,NEG,-0.8375386612994692
1543,"'Duizendmaal sorry, maar waarom hielp niemand Malek?'",2018-05-17,2018,AD/Algemeen Dagblad,NEU,-0.08891384536669127
1544,'Dun zijn was een obsessie'; Tatiana de Rosnay openhartig over eetstoornis,2022-11-08,2022,De Telegraaf,NEU,-0.18025682379117328
1545,'Duterte is bezig met een grote schoonmaak',2017-06-19,2017,AD/Algemeen Dagblad,NEG,-0.8016414262630579
1546,'Duurzaam' en 'biologisch' staan elkaar in de landbouw voorlopig nog in de weg,2021-10-13,2021,de Volkskrant,NEG,-0.804310255829202
1547,'Dwangsom voor ouders bewapend kind',2021-06-25,2021,De Telegraaf,NEG,-0.7690688951516079
1548,'eb geprobeerd te de-escaleren',2022-04-26,2022,AD/Algemeen Dagblad,NEG,-0.44840992663170115
1549,'Echt niks vandoen met drugs',2021-06-18,2021,AD/Algemeen Dagblad,NEG,-0.9904152934718529
1550,"'Echte pistool te koop, met kogels inclusief'",2018-08-13,2018,AD/Algemeen Dagblad,POS,0.20413242227488998
1551,'Een A4'tje met goede bedoelingen is voldoende',2015-02-26,2015,De Telegraaf,NEG,-0.5736508923379818
1552,"'Eén aardappel per dag, die we met z'n vieren moesten delen'",2024-12-28,2024,AD/Algemeen Dagblad,NEG,-0.8123241466977598
1553,'Een boef is ook een bedrijf dat afval dumpt',2024-02-20,2024,AD/Algemeen Dagblad,NEU,-0.050305014043423385
1554,'Een Boer zoekt Vrouw-huwelijk? Wie weet!'; Nienke en Jan gaan samenwonen op de zorgboerderij,2020-05-20,2020,De Telegraaf,POS,0.5806558445412723
1555,'Een compleet eigen wereld',2022-06-15,2022,AD/Algemeen Dagblad,NEG,-0.7776109949900354
1556,'Een eetstoornis gaat nooit over eten',2023-06-24,2023,AD/Algemeen Dagblad,NEG,-0.3701332305347446
1557,"'Een emmer zwavelzuur, hoe wreed is zo'n einde?'",2017-07-01,2017,AD/Algemeen Dagblad,NEG,-0.5214860553085099
1558,'Een familielid als advocaat leent zich voor nét iets meer',2021-10-12,2021,de Volkskrant,NEG,-0.20716466297341052
1559,"'Een gek, uitschot, maar geen terrorist'",2019-03-19,2019,de Volkskrant,NEG,-0.93313184457343
1560,'Een gevaar voor kinderen'; Rechter veroordeelt voormalige oppas Julian F. tot drie jaar cel en tbs,2024-07-20,2024,De Telegraaf,NEG,-0.724329789526067
1561,'Een goede bandiet is een dode bandiet'; 'Vredesagenten' in olympisch Rio de Janeiro blijken extreem schietgraag,2015-10-03,2015,De Telegraaf,NEG,-0.6647459741770454
1562,'Een groot liefdesfeest? Nooit meer!'',2023-10-21,2023,De Telegraaf,NEG,-0.7055866390655747
1563,"'Een grote vent,poenerig type'; Zakenman eigenlijke doelwit vergisontvoering",2021-08-16,2021,De Telegraaf,NEG,-0.8362434705921414
1564,'Een handel in het omleggen van mensen',2019-10-05,2019,de Volkskrant,NEG,-0.8743470391020991
1565,'Een intelligente moordmachine'; Frustratie bij nabestaanden over Kenzo K.,2022-11-29,2022,De Telegraaf,NEG,-0.8137416339071001
1566,"'Eén keer minder hoofdpijn, dan is het al goed'",2021-05-06,2021,AD/Algemeen Dagblad,NEU,0.043470413455968734
1567,"'Een lafaard, een varken ben je'",2019-07-02,2019,de Volkskrant,NEG,-0.9655148132253139
1568,'Een lijntje snuiven' met demente vrouw: ontslag,2021-11-19,2021,De Telegraaf,NEG,-0.9161445054638638
1569,'Eén met kaviaar graag',2017-04-22,2017,AD/Algemeen Dagblad,POS,0.8082050539212923
1570,"'Een moordenaar, een monster, een manipulator'",2022-01-31,2022,AD/Algemeen Dagblad,NEG,-0.938359138279271
1571,'Één nest vertelt een groot verhaal'; Meerkoeten op het Rokin zijn nu wereldberoemde archeologen,2025-05-22,2025,De Telegraaf,NEG,-0.6745828911224612
1572,'Een objectieve wetenschapper bestaat niet',2019-11-30,2019,de Volkskrant,NEG,-0.9201475788419753
1573,'Een open relatie wilde ze niet',2023-01-07,2023,AD/Algemeen Dagblad,NEG,-0.7917547197646743
1574,"'Een premier op 24 zetels, ik zou me doodschamen'",2017-02-22,2017,de Volkskrant,POS,0.9752062636621214
1575,'Een ramp voor de jeugd',2015-10-06,2015,De Telegraaf,NEG,-0.9693679525885774
1576,'Een rat en dikke boef'; Jumbo-verdachte Alexander O. berucht om bedriegen,2015-10-15,2015,De Telegraaf,NEG,-0.6976458765552704
1577,'Een rustige jongen'; Profiel Dylann Roof (21),2015-06-19,2015,De Telegraaf,NEU,0.09000899358486551
1578,'Een strijd van de lange adem'; Georganiseerde misdaad is opnieuw een thema,2021-07-08,2021,De Telegraaf,NEG,-0.7878341047395595
1579,'Een talent voor problemen',2019-10-01,2019,AD/Algemeen Dagblad,NEG,-0.7716785936927623
1580,'Een tikkende tijdbom',2022-07-22,2022,De Telegraaf,NEG,-0.7088845532181844
1581,'Een veelkoppig monster'; OM ziet Piet S. als leider criminele organisatie: 16 jaar geëist,2023-05-27,2023,De Telegraaf,NEG,-0.8545318351203578
1582,'Een veertiger is ook maar een mens'; 'Zomer in Frankrijk' herkenbaar voor Fockeline Ouwerkerk,2023-04-26,2023,De Telegraaf,NEG,-0.35472587782779924
1583,'Een wanhoopsgevecht',2018-10-20,2018,AD/Algemeen Dagblad,NEG,-0.9596367456453891
1584,'Een wonder dat er nog geen doden zijn gevallen',2024-10-12,2024,AD/Algemeen Dagblad,NEG,-0.7100150366109852
1585,"'Een zak geld boeit ze niet, ze tellen het niet eens na'",2025-11-15,2025,AD/Algemeen Dagblad,NEU,0.1576791358919789
1586,'Eéns per jaar vieren we alles wat mooi is',2024-07-29,2024,de Volkskrant,POS,0.7969723022844916
1587,'Eerder ingrijpen had levens gered'; Spookrij-aanpak jaren terug al geopperd,2023-12-08,2023,De Telegraaf,NEG,-0.38537266039202867
1588,'Eerder komen kon echt niet'; Burgemeester Aboutaleb bezoekt eindelijk rampplek Rotterdam,2024-02-10,2024,De Telegraaf,NEG,-0.7979934343625834
1589,'Effe een sukkeltje vegen',2018-08-22,2018,de Volkskrant,NEG,-0.9002671781318005
1590,'Eileen' veranderde mijn leven'; Dexys-zanger Rowland ging bijna ten onder aan succes,2023-08-04,2023,De Telegraaf,NEU,0.0736676762090639
1591,'Eind dit jaar is de Nationale Politie op orde',2017-02-11,2017,AD/Algemeen Dagblad,NEG,-0.8146779231030584
1592,'Eindelijk geef je toe dat je Natalee hebt vermoord',2023-10-19,2023,AD/Algemeen Dagblad,NEG,-0.6050102377734328
1593,"'Eindelijk mag ik gaan, op een humane manier'",2023-02-25,2023,AD/Algemeen Dagblad,NEG,-0.5543810082327482
1594,'Eindelijk op m'n plek'; Uitblinkers,2024-01-27,2024,De Telegraaf,NEG,-0.8281689419561786
1595,'Eindelijk werd mijn stalker opgepakt',2024-08-31,2024,De Telegraaf,NEG,-0.6943419941474531
1596,'El Chapo' Guzmán mag uitgeleverd,2016-05-10,2016,de Volkskrant,NEG,-0.5728889278483605
1597,'El Chapo' is straks overal,2015-10-16,2015,AD/Algemeen Dagblad,NEG,-0.6615893449096163
1598,'El Chapo' wilde handelsmerk,2016-01-13,2016,De Telegraaf,NEG,-0.44690640722998204
1599,'El Chapo van Azië' hangt uitlevering boven het hoofd,2021-06-23,2021,AD/Algemeen Dagblad,POS,0.4907101658574393
1600,"'El Eco' is een kalme, sobere documentaire over het leven van kinderen, vooral de meisjes, in een idyllisch Mexicaans bergdorp. â˜…â˜…â˜…â˜†â˜†",2024-03-14,2024,de Volkskrant,NEG,-0.22922024422758355
1601,'El Idrissi spil in bloedige ripdeal'; Mogelijk verband met liquidatie,2015-03-12,2015,De Telegraaf,NEG,-0.24387724793455312
1602,'Elephant Man' stond altijd garant voor kwaliteit,2017-01-30,2017,AD/Algemeen Dagblad,NEG,-0.20149400100262635
1603,'Elk jaar op 5 september denk ik weer aan die dag',2020-11-14,2020,AD/Algemeen Dagblad,NEU,0.19973922004529432
1604,'Elkaar de hand schudden en zeggen: samen vooruit',2025-11-28,2025,AD/Algemeen Dagblad,POS,0.8853266071880247
1605,'elke avond een druppel wietolie',2023-08-19,2023,AD/Algemeen Dagblad,POS,0.8179434823501518
1606,'Elke dag ben ik bij Herman ...'; Weduwe Xandra Brood (61) bereidt herdenking voor: 'Twintigste sterf jaar speciaal gevierd',2020-04-08,2020,De Telegraaf,POS,0.32709481517826844
1607,'Elke dag boksen en hardlopen'; Theo Warmenhoven (75),2022-01-15,2022,De Telegraaf,NEU,-0.15237376907470068
1608,"'Elke dag dat we langer wachten, komen er gokverslaafden bij'",2025-03-22,2025,AD/Algemeen Dagblad,NEG,-0.6041197782044803
1609,'Elke dag strijd ik tegen keiharde drugscriminelen',2015-05-11,2015,AD/Algemeen Dagblad,NEG,-0.5249782404919355
1610,'Elke dag strijd ik tegen keiharde drugscriminelen',2015-05-11,2015,AD/Algemeen Dagblad,NEG,-0.5541744386232561
1611,"'Elke dag zei ik: Pas op Ivana, je bent mooi en dat is gevaarlijk'",2024-10-15,2024,AD/Algemeen Dagblad,NEG,-0.4175997998291156
1612,'Elke drie maanden kwam 2000 kilo cocaïne binnen',2019-04-20,2019,AD/Algemeen Dagblad,NEG,-0.7187427509809844
1613,'Elke gevangene weet straks: ik moet me goed gedragen',2018-05-01,2018,AD/Algemeen Dagblad,NEG,-0.7084104663212292
1614,'Elke klus mag mijn laatste zijn',2019-10-23,2019,AD/Algemeen Dagblad,POS,0.5158168117509974
1615,'Elke verhuizing maakte het erger',2025-03-08,2025,AD/Algemeen Dagblad,NEG,-0.6182752436126444
1616,'Elke vrouw is mooi zoals ze is',2021-09-25,2021,De Telegraaf,NEG,-0.7592252665423476
1617,'Elke week dreigt er wel een liquidatie',2015-08-15,2015,AD/Algemeen Dagblad,NEG,-0.2345272051191169
1618,'Ellende door gedoogbeleid',2022-05-21,2022,De Telegraaf,NEG,-0.9222132101668028
1619,'Elvishuis' is decor witwasverdenking; Voor 4 ton beslag op gebouw door justitie,2015-06-02,2015,De Telegraaf,NEG,-0.7788560327856636
1620,"'Emilia Pérez' is van alles wat, en dan nog een paar schepjes erbovenop.",2024-10-17,2024,de Volkskrant,NEG,-0.6443122997243785
1621,'En dan even dansen tussen het publiek',2022-01-08,2022,AD/Algemeen Dagblad,NEG,-0.7935724837913358
1622,'En dan samen een leuke vrouw versieren',2021-11-13,2021,AD/Algemeen Dagblad,NEU,0.07632438516698097
1623,'En nu nog eventjes de baas worden bij de VN',2015-11-10,2015,AD/Algemeen Dagblad,NEG,-0.8397644545366679
1624,'En nu nog eventjes de baas worden bij de VN',2015-11-10,2015,AD/Algemeen Dagblad,NEG,-0.8403880840741859
